"CustomerID","Recency","Frequency","Monetary","R_Seq","F_Seq","M_Seq","RFM_Score_Seq","Segment_Seq","R_Ind","F_Ind","M_Ind","RFM_Score_Ind","Segment_Ind"
"13507",31,1,33.45,4,1,4,414,"Potential Customers",4,1,4,414,"Potential Customers"
"13508",129,1,23.34,2,1,4,214,"Lost Customers",2,1,3,213,"Lost Customers"
"13515",34,1,6.96,4,1,2,412,"Potential Customers",4,1,1,411,"Potential Customers"
"13517",65,1,15,3,1,2,312,"Potential Customers",3,1,2,312,"Potential Customers"
"13520",70,2,49.7,3,4,4,344,"Loyal Customers",3,4,4,344,"Loyal Customers"
"13527",3,1,36.45,5,1,4,514,"Potential Customers",5,1,4,514,"Potential Customers"
"13533",68,2,5.95,3,4,1,341,"Loyal Customers",3,4,1,341,"Loyal Customers"
"13534",72,1,11.5,3,1,2,312,"Potential Customers",3,1,2,312,"Potential Customers"
"13544",126,1,4.65,2,1,1,211,"Lost Customers",2,1,1,211,"Lost Customers"
"13546",86,1,6.25,3,1,1,311,"Potential Customers",3,1,1,311,"Potential Customers"
"13548",129,1,2.5,2,1,1,211,"Lost Customers",2,1,1,211,"Lost Customers"
"13555",87,2,54,3,4,4,344,"Loyal Customers",3,4,4,344,"Loyal Customers"
"13562",27,1,15.9,4,1,3,413,"Potential Customers",4,1,2,412,"Potential Customers"
"13568",59,1,3.3,3,1,1,311,"Potential Customers",3,1,1,311,"Potential Customers"
"13570",129,1,10.2,2,1,1,211,"Lost Customers",2,1,2,212,"Lost Customers"
"13571",28,4,28.59,4,5,1,451,"Loyal Customers",4,5,3,453,"Loyal Customers"
"13577",34,2,36.4,4,3,3,433,"Loyal Customers",4,4,4,444,"Champions"
"13581",196,1,7.5,1,1,1,111,"Lost Customers",1,1,1,111,"Lost Customers"
"13584",193,1,1.95,1,2,1,121,"Lost Customers",1,1,1,111,"Lost Customers"
"13588",6,3,41,5,4,3,543,"Loyal Customers",5,5,4,554,"Champions"
"13590",190,1,19.5,1,2,3,123,"Lost Customers",1,1,3,113,"Lost Customers"
"13591",90,1,31.98,3,1,4,314,"Potential Customers",3,1,4,314,"Potential Customers"
"13599",42,1,28.08,4,1,4,414,"Potential Customers",4,1,3,413,"Potential Customers"
"13601",97,1,8.36,2,1,1,211,"Lost Customers",2,1,1,211,"Lost Customers"
"13606",129,1,14.95,2,1,2,212,"Lost Customers",2,1,2,212,"Lost Customers"
"13610",129,2,7.05,2,5,1,251,"Potential Customers",2,4,1,241,"Potential Customers"
"13611",56,1,27.04,4,1,4,414,"Potential Customers",4,1,3,413,"Potential Customers"
"13614",50,1,10,4,1,2,412,"Potential Customers",4,1,1,411,"Potential Customers"
"13615",205,1,19.5,1,2,4,124,"Lost Customers",1,1,3,113,"Lost Customers"
"13627",62,2,26.52,3,4,2,342,"Loyal Customers",3,4,3,343,"Loyal Customers"
"13630",70,2,33,3,4,3,343,"Loyal Customers",3,4,4,344,"Loyal Customers"
"13632",59,3,57.35,3,5,3,353,"Loyal Customers",3,5,4,354,"Loyal Customers"
"13634",214,1,20.25,1,2,4,124,"Lost Customers",1,1,3,113,"Lost Customers"
"13637",73,2,8.05,3,4,1,341,"Loyal Customers",3,4,1,341,"Loyal Customers"
"13642",101,1,11.23,2,1,2,212,"Lost Customers",2,1,2,212,"Lost Customers"
"13650",93,1,15.3,3,1,2,312,"Potential Customers",3,1,2,312,"Potential Customers"
"13654",31,1,8.5,4,1,2,412,"Potential Customers",4,1,1,411,"Potential Customers"
"13657",87,1,12.6,3,1,2,312,"Potential Customers",3,1,2,312,"Potential Customers"
"13658",90,1,53.3,3,1,4,314,"Potential Customers",3,1,4,314,"Potential Customers"
"13659",207,1,35.4,1,2,5,125,"Lost Customers",1,1,4,114,"Lost Customers"
"13663",65,1,13.28,3,1,2,312,"Potential Customers",3,1,2,312,"Potential Customers"
"13666",174,1,20.4,1,2,4,124,"Lost Customers",1,1,3,113,"Lost Customers"
"13667",35,1,7.5,4,1,2,412,"Potential Customers",4,1,1,411,"Potential Customers"
"13668",22,3,52.15,5,4,3,543,"Loyal Customers",5,5,4,554,"Champions"
"13675",37,1,25.2,4,1,4,414,"Potential Customers",4,1,3,413,"Potential Customers"
"13678",37,1,4.8,4,1,1,411,"Potential Customers",4,1,1,411,"Potential Customers"
"13681",41,1,8.4,4,1,2,412,"Potential Customers",4,1,1,411,"Potential Customers"
"13692",122,1,20.16,2,1,4,214,"Lost Customers",2,1,3,213,"Lost Customers"
"13694",106,4,768.4,2,5,5,255,"Potential Customers",2,5,5,255,"Potential Customers"
"13695",75,2,52.24,3,4,4,344,"Loyal Customers",3,4,4,344,"Loyal Customers"
"13700",127,1,10.5,2,1,2,212,"Lost Customers",2,1,2,212,"Lost Customers"
"13708",157,1,6.6,1,2,2,122,"Lost Customers",1,1,1,111,"Lost Customers"
"13709",13,3,62.36,5,4,4,544,"Champions",5,5,5,555,"Champions"
"13715",167,1,16.5,1,2,3,123,"Lost Customers",1,1,2,112,"Lost Customers"
"13717",58,2,19.46,4,3,2,432,"Loyal Customers",4,4,3,443,"Loyal Customers"
"13719",120,1,15,2,1,2,212,"Lost Customers",2,1,2,212,"Lost Customers"
"13720",2,2,30,5,3,2,532,"Loyal Customers",5,4,3,543,"Loyal Customers"
"13722",168,1,21,1,2,4,124,"Lost Customers",1,1,3,113,"Lost Customers"
"13725",111,3,45.9,2,5,3,253,"Potential Customers",2,5,4,254,"Potential Customers"
"13728",20,2,31.8,5,3,2,532,"Loyal Customers",5,4,3,543,"Loyal Customers"
"13735",61,2,57.26,3,4,4,344,"Loyal Customers",3,4,4,344,"Loyal Customers"
"13736",146,1,8.7,1,2,2,122,"Lost Customers",1,1,1,111,"Lost Customers"
"13742",48,5,93.45,4,5,4,454,"Champions",4,5,5,455,"Champions"
"13743",145,1,23.4,2,1,4,214,"Lost Customers",2,1,3,213,"Lost Customers"
"13752",94,1,9.96,3,1,1,311,"Potential Customers",3,1,1,311,"Potential Customers"
"13753",174,1,23.4,1,2,4,124,"Lost Customers",1,1,3,113,"Lost Customers"
"13758",87,1,20.16,3,1,3,313,"Potential Customers",3,1,3,313,"Potential Customers"
"13760",142,1,4.6,2,1,1,211,"Lost Customers",2,1,1,211,"Lost Customers"
"13764",30,1,3.06,4,1,1,411,"Potential Customers",4,1,1,411,"Potential Customers"
"13767",52,3,190.5,4,4,5,445,"Champions",4,5,5,455,"Champions"
"13769",8,3,66.3,5,4,4,544,"Champions",5,5,5,555,"Champions"
"13772",125,1,3.75,2,2,1,221,"Lost Customers",2,1,1,211,"Lost Customers"
"13777",35,4,219.96,4,5,5,455,"Champions",4,5,5,455,"Champions"
"13781",136,1,4.16,2,2,1,221,"Lost Customers",2,1,1,211,"Lost Customers"
"13782",214,1,2.5,1,2,1,121,"Lost Customers",1,1,1,111,"Lost Customers"
"13798",121,2,189.15,2,5,5,255,"Potential Customers",2,4,5,245,"Potential Customers"
"13802",140,1,157.6,2,2,5,225,"Lost Customers",2,1,5,215,"Lost Customers"
"13803",141,1,17.7,2,2,3,223,"Lost Customers",2,1,3,213,"Lost Customers"
"13804",176,1,28.8,1,2,5,125,"Lost Customers",1,1,3,113,"Lost Customers"
"13809",192,1,38.25,1,2,5,125,"Lost Customers",1,1,4,114,"Lost Customers"
"13811",69,1,82.5,3,1,5,315,"Potential Customers",3,1,5,315,"Potential Customers"
"13813",20,1,47.85,5,1,5,515,"Potential Customers",5,1,4,514,"Potential Customers"
"13814",23,1,17.7,5,1,3,513,"Potential Customers",5,1,3,513,"Potential Customers"
"13815",58,1,5.04,4,1,1,411,"Potential Customers",4,1,1,411,"Potential Customers"
"13821",147,1,3.75,1,2,1,121,"Lost Customers",1,1,1,111,"Lost Customers"
"13827",19,2,4.2,5,3,1,531,"Loyal Customers",5,4,1,541,"Loyal Customers"
"13831",86,1,2.1,3,1,1,311,"Potential Customers",3,1,1,311,"Potential Customers"
"13833",45,1,0.95,4,1,1,411,"Potential Customers",4,1,1,411,"Potential Customers"
"13837",97,1,20.4,2,2,4,224,"Lost Customers",2,1,3,213,"Lost Customers"
"13838",3,1,7.2,5,1,2,512,"Potential Customers",5,1,1,511,"Potential Customers"
"13842",85,2,28.37,3,4,2,342,"Loyal Customers",3,4,3,343,"Loyal Customers"
"13846",128,1,10.2,2,2,2,222,"Lost Customers",2,1,2,212,"Lost Customers"
"13850",15,1,42.3,5,1,4,514,"Potential Customers",5,1,4,514,"Potential Customers"
"13859",213,1,14.75,1,2,3,123,"Lost Customers",1,1,2,112,"Lost Customers"
"13862",73,1,12.6,3,1,2,312,"Potential Customers",3,1,2,312,"Potential Customers"
"13869",9,2,94.13,5,3,4,534,"Loyal Customers",5,4,5,545,"Champions"
"13870",54,1,17.4,4,1,3,413,"Potential Customers",4,1,2,412,"Potential Customers"
"13871",20,4,95.95,5,5,3,553,"Loyal Customers",5,5,5,555,"Champions"
"13875",70,2,30.9,3,4,2,342,"Loyal Customers",3,4,3,343,"Loyal Customers"
"13881",55,1,67.5,4,1,5,415,"Potential Customers",4,1,5,415,"Potential Customers"
"13883",104,2,59.57,2,5,3,253,"Potential Customers",2,4,4,244,"Potential Customers"
"13885",86,1,16.6,3,1,3,313,"Potential Customers",3,1,2,312,"Potential Customers"
"13892",132,1,14.04,2,2,3,223,"Lost Customers",2,1,2,212,"Lost Customers"
"13893",184,1,56.7,1,2,5,125,"Lost Customers",1,1,4,114,"Lost Customers"
"13898",212,1,17.4,1,2,3,123,"Lost Customers",1,1,2,112,"Lost Customers"
"13900",78,2,29.25,3,4,2,342,"Loyal Customers",3,4,3,343,"Loyal Customers"
"13901",44,2,50.4,4,3,4,434,"Loyal Customers",4,4,4,444,"Champions"
"13908",12,2,32.82,5,3,2,532,"Loyal Customers",5,4,4,544,"Champions"
"13911",30,4,52.9,4,5,3,453,"Loyal Customers",4,5,4,454,"Champions"
"13930",22,1,13.2,5,1,2,512,"Potential Customers",5,1,2,512,"Potential Customers"
"13931",166,1,8.5,1,2,2,122,"Lost Customers",1,1,1,111,"Lost Customers"
"13933",34,1,14.85,4,1,2,412,"Potential Customers",4,1,2,412,"Potential Customers"
"13940",30,1,17.7,4,1,3,413,"Potential Customers",4,1,3,413,"Potential Customers"
"13950",132,1,17.85,2,2,4,224,"Lost Customers",2,1,3,213,"Lost Customers"
"13952",124,1,15,2,2,3,223,"Lost Customers",2,1,2,212,"Lost Customers"
"13956",24,3,50.95,5,4,3,543,"Loyal Customers",5,5,4,554,"Champions"
"13962",131,1,15.3,2,2,3,223,"Lost Customers",2,1,2,212,"Lost Customers"
"13969",69,3,38.38,3,5,2,352,"Loyal Customers",3,5,4,354,"Loyal Customers"
"13971",155,1,30,1,2,5,125,"Lost Customers",1,1,3,113,"Lost Customers"
"13975",14,2,16.45,5,3,1,531,"Loyal Customers",5,4,2,542,"Loyal Customers"
"13985",6,2,44.4,5,3,3,533,"Loyal Customers",5,4,4,544,"Champions"
"13988",48,2,56.76,4,3,4,434,"Loyal Customers",4,4,4,444,"Champions"
"13990",99,1,16.6,2,2,3,223,"Lost Customers",2,1,2,212,"Lost Customers"
"13993",31,3,50.7,4,4,3,443,"Loyal Customers",4,5,4,454,"Champions"
"13994",34,1,15,4,1,3,413,"Potential Customers",4,1,2,412,"Potential Customers"
"13995",131,1,16.5,2,2,3,223,"Lost Customers",2,1,2,212,"Lost Customers"
"13999",65,1,33.4,3,1,4,314,"Potential Customers",3,1,4,314,"Potential Customers"
"14000",97,1,53.1,2,2,5,225,"Lost Customers",2,1,4,214,"Lost Customers"
"14004",13,2,113.6,5,3,5,535,"Loyal Customers",5,4,5,545,"Champions"
"14005",19,1,26.4,5,1,4,514,"Potential Customers",5,1,3,513,"Potential Customers"
"14006",1,1,16.5,5,1,2,512,"Potential Customers",5,1,2,512,"Potential Customers"
"14022",111,1,25.8,2,2,4,224,"Lost Customers",2,1,3,213,"Lost Customers"
"14029",30,1,51,4,1,5,415,"Potential Customers",4,1,4,414,"Potential Customers"
"14030",7,3,16.46,5,4,1,541,"Loyal Customers",5,5,2,552,"Loyal Customers"
"14031",118,2,232.31,2,5,5,255,"Potential Customers",2,4,5,245,"Potential Customers"
"14032",92,1,5.04,3,1,1,311,"Potential Customers",3,1,1,311,"Potential Customers"
"14038",93,1,32.1,3,1,4,314,"Potential Customers",3,1,4,314,"Potential Customers"
"14040",3,3,50.8,5,4,3,543,"Loyal Customers",5,5,4,554,"Champions"
"14044",196,1,9.75,1,2,2,122,"Lost Customers",1,1,1,111,"Lost Customers"
"14048",192,1,3.4,1,2,1,121,"Lost Customers",1,1,1,111,"Lost Customers"
"14049",86,2,48.79,3,4,3,343,"Loyal Customers",3,4,4,344,"Loyal Customers"
"14051",27,3,507.3,4,4,5,445,"Champions",4,5,5,455,"Champions"
"14056",8,7,45.06,5,5,1,551,"Loyal Customers",5,5,4,554,"Champions"
"14057",24,5,67.33,5,5,2,552,"Loyal Customers",5,5,5,555,"Champions"
"14059",152,1,51,1,2,5,125,"Lost Customers",1,1,4,114,"Lost Customers"
"14060",91,3,36.62,3,5,2,352,"Loyal Customers",3,5,4,354,"Loyal Customers"
"14062",30,2,172.5,4,3,5,435,"Loyal Customers",4,4,5,445,"Champions"
"14064",97,2,103.49,2,5,4,254,"Potential Customers",2,4,5,245,"Potential Customers"
"14068",207,1,7.5,1,2,2,122,"Lost Customers",1,1,1,111,"Lost Customers"
"14071",146,1,9.9,1,2,2,122,"Lost Customers",1,1,1,111,"Lost Customers"
"14076",15,1,0.86,5,1,1,511,"Potential Customers",5,2,1,521,"Potential Customers"
"14077",160,1,5.1,1,2,1,121,"Lost Customers",1,2,1,121,"Lost Customers"
"14081",189,1,20.05,1,2,4,124,"Lost Customers",1,2,3,123,"Lost Customers"
"14085",145,2,44.3,2,5,3,253,"Potential Customers",2,4,4,244,"Potential Customers"
"14088",14,5,463.5,5,5,5,555,"Champions",5,5,5,555,"Champions"
"14092",17,2,92.9,5,3,4,534,"Loyal Customers",5,4,5,545,"Champions"
"14099",56,2,16.09,4,3,2,432,"Loyal Customers",4,4,2,442,"Loyal Customers"
"14100",23,1,2.5,5,1,1,511,"Potential Customers",5,2,1,521,"Potential Customers"
"14104",51,1,4.25,4,1,1,411,"Potential Customers",4,2,1,421,"Potential Customers"
"14105",125,1,25.5,2,2,4,224,"Lost Customers",2,2,3,223,"Lost Customers"
"14107",145,2,31.62,2,5,2,252,"Potential Customers",2,4,3,243,"Potential Customers"
"14112",16,1,29.3,5,1,4,514,"Potential Customers",5,2,3,523,"Potential Customers"
"14114",159,2,75,1,5,5,155,"Potential Customers",1,4,5,145,"Potential Customers"
"14127",8,1,5.04,5,1,1,511,"Potential Customers",5,2,1,521,"Potential Customers"
"14132",48,2,15.24,4,3,2,432,"Loyal Customers",4,4,2,442,"Loyal Customers"
"14135",219,1,10.5,1,2,2,122,"Lost Customers",1,2,2,122,"Lost Customers"
"14152",120,1,8.5,2,2,2,222,"Lost Customers",2,2,1,221,"Lost Customers"
"14156",7,11,2137.87,5,5,5,555,"Champions",5,5,5,555,"Champions"
"14159",30,5,55.38,4,5,3,453,"Loyal Customers",4,5,4,454,"Champions"
"14161",101,2,64.75,2,5,4,254,"Potential Customers",2,4,5,245,"Potential Customers"
"14162",179,1,2.55,1,2,1,121,"Lost Customers",1,2,1,121,"Lost Customers"
"14163",125,1,4.2,2,2,1,221,"Lost Customers",2,2,1,221,"Lost Customers"
"14178",29,1,4.95,4,1,1,411,"Potential Customers",4,2,1,421,"Potential Customers"
"14180",91,3,51.7,3,5,3,353,"Loyal Customers",3,5,4,354,"Loyal Customers"
"14194",23,6,152.13,5,5,3,553,"Loyal Customers",5,5,5,555,"Champions"
"14201",101,1,54.08,2,2,5,225,"Lost Customers",2,2,4,224,"Lost Customers"
"14206",125,1,30.48,2,2,5,225,"Lost Customers",2,2,3,223,"Lost Customers"
"14209",26,1,35.4,5,1,4,514,"Potential Customers",5,2,4,524,"Potential Customers"
"14211",93,1,33.2,3,1,4,314,"Potential Customers",3,2,4,324,"Potential Customers"
"14214",42,2,71.1,4,3,5,435,"Loyal Customers",4,4,5,445,"Champions"
"14221",92,1,25.5,3,1,3,313,"Potential Customers",3,2,3,323,"Potential Customers"
"14222",63,1,10.5,3,1,1,311,"Potential Customers",3,2,2,322,"Potential Customers"
"14224",101,2,27.7,2,5,2,252,"Potential Customers",2,4,3,243,"Potential Customers"
"14227",82,3,81.1,3,5,4,354,"Loyal Customers",3,5,5,355,"Loyal Customers"
"14231",69,1,15,3,1,2,312,"Potential Customers",3,2,2,322,"Potential Customers"
"14232",23,2,90.21,5,3,4,534,"Loyal Customers",5,4,5,545,"Champions"
"14239",132,3,43.7,2,5,3,253,"Potential Customers",2,5,4,254,"Potential Customers"
"14243",131,2,37.1,2,5,3,253,"Potential Customers",2,4,4,244,"Potential Customers"
"14245",149,1,19.8,1,2,4,124,"Lost Customers",1,2,3,123,"Lost Customers"
"14248",205,1,204,1,2,5,125,"Lost Customers",1,2,5,125,"Lost Customers"
"14256",146,1,15.9,1,2,3,123,"Lost Customers",1,2,2,122,"Lost Customers"
"14258",85,2,237,3,4,5,345,"Loyal Customers",3,4,5,345,"Loyal Customers"
"14262",43,1,20.4,4,1,4,414,"Potential Customers",4,2,3,423,"Potential Customers"
"14267",146,2,60,2,5,4,254,"Potential Customers",2,4,5,245,"Potential Customers"
"14270",218,1,17.7,1,2,3,123,"Lost Customers",1,2,3,123,"Lost Customers"
"14276",176,1,26.4,1,2,4,124,"Lost Customers",1,2,3,123,"Lost Customers"
"14277",98,1,30.6,2,2,5,225,"Lost Customers",2,2,3,223,"Lost Customers"
"14286",128,1,19.8,2,2,4,224,"Lost Customers",2,2,3,223,"Lost Customers"
"14289",176,1,31.8,1,2,5,125,"Lost Customers",1,2,3,123,"Lost Customers"
"14291",161,1,43.2,1,2,5,125,"Lost Customers",1,2,4,124,"Lost Customers"
"14292",90,1,17.7,3,1,3,313,"Potential Customers",3,2,3,323,"Potential Customers"
"14298",9,12,979.4,5,5,5,555,"Champions",5,5,5,555,"Champions"
"14305",21,1,75.18,5,1,5,515,"Potential Customers",5,2,5,525,"Potential Customers"
"14307",20,1,18.56,5,1,3,513,"Potential Customers",5,2,3,523,"Potential Customers"
"14315",40,2,69.4,4,3,4,434,"Loyal Customers",4,4,5,445,"Champions"
"14321",2,1,8.4,5,1,2,512,"Potential Customers",5,2,1,521,"Potential Customers"
"14329",216,1,15,1,2,3,123,"Lost Customers",1,2,2,122,"Lost Customers"
"14331",21,1,16.5,5,1,3,513,"Potential Customers",5,2,2,522,"Potential Customers"
"14334",89,2,22.86,3,4,1,341,"Loyal Customers",3,4,3,343,"Loyal Customers"
"14336",162,1,24.96,1,2,4,124,"Lost Customers",1,2,3,123,"Lost Customers"
"14339",128,1,71.16,2,2,5,225,"Lost Customers",2,2,5,225,"Lost Customers"
"14341",205,1,19.5,1,2,4,124,"Lost Customers",1,2,3,123,"Lost Customers"
"14344",13,2,23.25,5,3,1,531,"Loyal Customers",5,4,3,543,"Loyal Customers"
"14346",6,1,43.13,5,1,5,515,"Potential Customers",5,2,4,524,"Potential Customers"
"14351",50,1,51,4,1,5,415,"Potential Customers",4,2,4,424,"Potential Customers"
"14364",50,3,68.25,4,4,4,444,"Champions",4,5,5,455,"Champions"
"14367",23,5,72.74,5,5,2,552,"Loyal Customers",5,5,5,555,"Champions"
"14375",71,1,9.45,3,1,1,311,"Potential Customers",3,2,1,321,"Potential Customers"
"14388",7,2,32.18,5,3,2,532,"Loyal Customers",5,4,4,544,"Champions"
"14390",125,1,0.85,2,2,1,221,"Lost Customers",2,2,1,221,"Lost Customers"
"14395",63,1,2.55,3,1,1,311,"Potential Customers",3,2,1,321,"Potential Customers"
"14401",28,2,46.56,4,3,3,433,"Loyal Customers",4,4,4,444,"Champions"
"14404",145,2,150.35,2,5,5,255,"Potential Customers",2,4,5,245,"Potential Customers"
"14407",19,1,10.08,5,1,2,512,"Potential Customers",5,2,1,521,"Potential Customers"
"14408",16,1,91.99,5,1,5,515,"Potential Customers",5,2,5,525,"Potential Customers"
"14409",8,1,41.6,5,1,4,514,"Potential Customers",5,2,4,524,"Potential Customers"
"14410",27,2,2.1,4,3,1,431,"Loyal Customers",4,4,1,441,"Loyal Customers"
"14414",17,1,6.72,5,1,1,511,"Potential Customers",5,2,1,521,"Potential Customers"
"14415",84,4,40.9,3,5,2,352,"Loyal Customers",3,5,4,354,"Loyal Customers"
"14419",138,1,12.5,2,2,2,222,"Lost Customers",2,2,2,222,"Lost Customers"
"14422",56,2,40.2,4,3,3,433,"Loyal Customers",4,4,4,444,"Champions"
"14426",26,4,79.8,5,5,2,552,"Loyal Customers",5,5,5,555,"Champions"
"14431",189,1,17.7,1,2,3,123,"Lost Customers",1,2,3,123,"Lost Customers"
"14440",203,1,10.2,1,2,2,122,"Lost Customers",1,2,2,122,"Lost Customers"
"14442",90,1,13,3,2,2,322,"Potential Customers",3,2,2,322,"Potential Customers"
"14443",197,1,35.4,1,2,5,125,"Lost Customers",1,2,4,124,"Lost Customers"
"14446",132,1,10.8,2,2,2,222,"Lost Customers",2,2,2,222,"Lost Customers"
"14447",82,2,32.4,3,4,2,342,"Loyal Customers",3,4,4,344,"Loyal Customers"
"14449",132,1,2.37,2,2,1,221,"Lost Customers",2,2,1,221,"Lost Customers"
"14450",66,1,23,3,2,4,324,"Potential Customers",3,2,3,323,"Potential Customers"
"14451",80,1,4.2,3,2,1,321,"Potential Customers",3,2,1,321,"Potential Customers"
"14453",76,1,5.75,3,2,1,321,"Potential Customers",3,2,1,321,"Potential Customers"
"14456",17,2,27.95,5,3,1,531,"Loyal Customers",5,4,3,543,"Loyal Customers"
"14459",41,1,158.7,4,1,5,415,"Potential Customers",4,2,5,425,"Potential Customers"
"14460",57,1,34.56,4,1,4,414,"Potential Customers",4,2,4,424,"Potential Customers"
"14461",64,2,32.7,3,4,3,343,"Loyal Customers",3,4,4,344,"Loyal Customers"
"14462",99,3,18.21,2,5,1,251,"Potential Customers",2,5,3,253,"Potential Customers"
"14465",132,2,15.39,2,5,1,251,"Potential Customers",2,4,2,242,"Potential Customers"
"14470",174,1,2.85,1,2,1,121,"Lost Customers",1,2,1,121,"Lost Customers"
"14472",38,3,47.25,4,4,3,443,"Loyal Customers",4,5,4,454,"Champions"
"14477",70,1,179,3,2,5,325,"Potential Customers",3,2,5,325,"Potential Customers"
"14483",167,1,23.4,1,2,4,124,"Lost Customers",1,2,3,123,"Lost Customers"
"14498",2,2,27.44,5,3,1,531,"Loyal Customers",5,4,3,543,"Loyal Customers"
"14499",164,1,10.05,1,2,2,122,"Lost Customers",1,2,1,121,"Lost Customers"
"14502",35,3,5.84,4,4,1,441,"Loyal Customers",4,5,1,451,"Loyal Customers"
"14504",164,1,2.1,1,2,1,121,"Lost Customers",1,2,1,121,"Lost Customers"
"14505",90,3,70.65,3,5,4,354,"Loyal Customers",3,5,5,355,"Loyal Customers"
"14506",48,2,19.65,4,3,2,432,"Loyal Customers",4,4,3,443,"Loyal Customers"
"14514",87,1,8.4,3,2,2,322,"Potential Customers",3,2,1,321,"Potential Customers"
"14515",77,1,33.28,3,2,4,324,"Potential Customers",3,2,4,324,"Potential Customers"
"14524",64,2,13.7,3,4,1,341,"Loyal Customers",3,4,2,342,"Loyal Customers"
"14525",6,2,36.75,5,3,2,532,"Loyal Customers",5,4,4,544,"Champions"
"14527",8,6,67.75,5,5,2,552,"Loyal Customers",5,5,5,555,"Champions"
"14530",14,3,34,5,4,2,542,"Loyal Customers",5,5,4,554,"Champions"
"14532",172,1,37.7,1,2,5,125,"Lost Customers",1,2,4,124,"Lost Customers"
"14534",55,3,8.54,4,4,1,441,"Loyal Customers",4,5,1,451,"Loyal Customers"
"14535",13,2,62.3,5,3,3,533,"Loyal Customers",5,4,5,545,"Champions"
"14536",145,1,10,2,2,2,222,"Lost Customers",2,2,1,221,"Lost Customers"
"14541",54,4,65.15,4,5,3,453,"Loyal Customers",4,5,5,455,"Champions"
"14546",134,1,4.95,2,2,1,221,"Lost Customers",2,2,1,221,"Lost Customers"
"14548",204,1,81.6,1,2,5,125,"Lost Customers",1,2,5,125,"Lost Customers"
"14552",37,1,3.9,4,1,1,411,"Potential Customers",4,2,1,421,"Potential Customers"
"14560",20,1,34,5,1,4,514,"Potential Customers",5,2,4,524,"Potential Customers"
"14562",34,3,13.2,4,4,1,441,"Loyal Customers",4,5,2,452,"Loyal Customers"
"14565",91,1,25.2,3,2,4,324,"Potential Customers",3,2,3,323,"Potential Customers"
"14572",154,1,3.75,1,2,1,121,"Lost Customers",1,2,1,121,"Lost Customers"
"14573",68,1,5.1,3,2,1,321,"Potential Customers",3,2,1,321,"Potential Customers"
"14577",49,2,20.15,4,3,3,433,"Loyal Customers",4,4,3,443,"Loyal Customers"
"14583",91,1,2.9,3,2,1,321,"Potential Customers",3,2,1,321,"Potential Customers"
"14586",162,1,20.4,1,2,4,124,"Lost Customers",1,2,3,123,"Lost Customers"
"14587",70,4,23.95,3,5,1,351,"Loyal Customers",3,5,3,353,"Loyal Customers"
"14591",99,1,9.65,2,2,2,222,"Lost Customers",2,2,1,221,"Lost Customers"
"14593",84,2,11.66,3,4,1,341,"Loyal Customers",3,4,2,342,"Loyal Customers"
"14606",15,25,242.33,5,5,4,554,"Champions",5,5,5,555,"Champions"
"14619",131,1,25.5,2,2,4,224,"Lost Customers",2,2,3,223,"Lost Customers"
"14626",8,1,12.5,5,1,2,512,"Potential Customers",5,2,2,522,"Potential Customers"
"14628",128,1,15,2,2,3,223,"Lost Customers",2,2,2,222,"Lost Customers"
"14633",152,1,15,1,2,3,123,"Lost Customers",1,2,2,122,"Lost Customers"
"14636",154,1,13.52,1,2,2,122,"Lost Customers",1,2,2,122,"Lost Customers"
"14639",6,1,14.85,5,1,2,512,"Potential Customers",5,2,2,522,"Potential Customers"
"14640",113,1,27.65,2,2,4,224,"Lost Customers",2,2,3,223,"Lost Customers"
"14644",185,1,15.3,1,2,3,123,"Lost Customers",1,2,2,122,"Lost Customers"
"14645",42,1,17,4,1,3,413,"Potential Customers",4,2,2,422,"Potential Customers"
"14646",5,14,3164.35,5,5,5,555,"Champions",5,5,5,555,"Champions"
"14656",55,2,29.95,4,3,3,433,"Loyal Customers",4,4,3,443,"Loyal Customers"
"14657",168,2,12.12,1,5,2,152,"Potential Customers",1,4,2,142,"Potential Customers"
"14658",3,1,2.95,5,1,1,511,"Potential Customers",5,2,1,521,"Potential Customers"
"14659",149,2,49.6,1,5,5,155,"Potential Customers",1,4,4,144,"Potential Customers"
"14662",161,1,5.9,1,2,2,122,"Lost Customers",1,2,1,121,"Lost Customers"
"14667",65,3,34.35,3,5,2,352,"Loyal Customers",3,5,4,354,"Loyal Customers"
"14669",127,2,21.68,2,5,1,251,"Potential Customers",2,4,3,243,"Potential Customers"
"14670",166,1,1.7,1,2,1,121,"Lost Customers",1,2,1,121,"Lost Customers"
"14680",7,4,499.41,5,5,5,555,"Champions",5,5,5,555,"Champions"
"14684",101,1,0.85,2,2,1,221,"Lost Customers",2,2,1,221,"Lost Customers"
"14688",15,3,50,5,4,3,543,"Loyal Customers",5,5,4,554,"Champions"
"14689",94,1,7.95,3,2,2,322,"Potential Customers",3,2,1,321,"Potential Customers"
"14691",98,1,19.5,2,2,4,224,"Lost Customers",2,2,3,223,"Lost Customers"
"14692",23,1,10.2,5,1,2,512,"Potential Customers",5,2,2,522,"Potential Customers"
"14697",104,1,7.8,2,2,2,222,"Lost Customers",2,2,1,221,"Lost Customers"
"14700",75,1,45,3,2,5,325,"Potential Customers",3,2,4,324,"Potential Customers"
"14701",58,4,35.3,4,5,1,451,"Loyal Customers",4,5,4,454,"Champions"
